Patient,N_Win,Dir
h10,25,data_down\per_channel\sane\h10_w25_ch10.pt
h10,25,data_down\per_channel\sane\h10_w25_ch11.pt
h10,25,data_down\per_channel\sane\h10_w25_ch12.pt
h10,25,data_down\per_channel\sane\h10_w25_ch13.pt
h10,25,data_down\per_channel\sane\h10_w25_ch14.pt
h10,25,data_down\per_channel\sane\h10_w25_ch15.pt
h10,25,data_down\per_channel\sane\h10_w25_ch16.pt
h10,25,data_down\per_channel\sane\h10_w25_ch17.pt
h10,25,data_down\per_channel\sane\h10_w25_ch18.pt
h10,25,data_down\per_channel\sane\h10_w25_ch19.pt
h10,26,data_down\per_channel\sane\h10_w26_ch1.pt
h10,26,data_down\per_channel\sane\h10_w26_ch2.pt
h10,26,data_down\per_channel\sane\h10_w26_ch3.pt
h10,26,data_down\per_channel\sane\h10_w26_ch4.pt
h10,26,data_down\per_channel\sane\h10_w26_ch5.pt
h10,26,data_down\per_channel\sane\h10_w26_ch6.pt
h10,26,data_down\per_channel\sane\h10_w26_ch7.pt
h10,26,data_down\per_channel\sane\h10_w26_ch8.pt
h10,26,data_down\per_channel\sane\h10_w26_ch9.pt
h10,26,data_down\per_channel\sane\h10_w26_ch10.pt
h10,26,data_down\per_channel\sane\h10_w26_ch11.pt
h10,26,data_down\per_channel\sane\h10_w26_ch12.pt
h10,26,data_down\per_channel\sane\h10_w26_ch13.pt
h10,26,data_down\per_channel\sane\h10_w26_ch14.pt
h10,26,data_down\per_channel\sane\h10_w26_ch15.pt
h10,26,data_down\per_channel\sane\h10_w26_ch16.pt
h10,26,data_down\per_channel\sane\h10_w26_ch17.pt
h10,26,data_down\per_channel\sane\h10_w26_ch18.pt
h10,26,data_down\per_channel\sane\h10_w26_ch19.pt
h10,27,data_down\per_channel\sane\h10_w27_ch1.pt
h10,27,data_down\per_channel\sane\h10_w27_ch2.pt
h10,27,data_down\per_channel\sane\h10_w27_ch3.pt
h10,27,data_down\per_channel\sane\h10_w27_ch4.pt
h10,27,data_down\per_channel\sane\h10_w27_ch5.pt
h10,27,data_down\per_channel\sane\h10_w27_ch6.pt
h10,27,data_down\per_channel\sane\h10_w27_ch7.pt
h10,27,data_down\per_channel\sane\h10_w27_ch8.pt
h10,27,data_down\per_channel\sane\h10_w27_ch9.pt
h10,27,data_down\per_channel\sane\h10_w27_ch10.pt
h10,27,data_down\per_channel\sane\h10_w27_ch11.pt
h10,27,data_down\per_channel\sane\h10_w27_ch12.pt
h10,27,data_down\per_channel\sane\h10_w27_ch13.pt
h10,27,data_down\per_channel\sane\h10_w27_ch14.pt
h10,27,data_down\per_channel\sane\h10_w27_ch15.pt
h10,27,data_down\per_channel\sane\h10_w27_ch16.pt
h10,27,data_down\per_channel\sane\h10_w27_ch17.pt
h10,27,data_down\per_channel\sane\h10_w27_ch18.pt
h10,27,data_down\per_channel\sane\h10_w27_ch19.pt
h10,28,data_down\per_channel\sane\h10_w28_ch1.pt
h10,28,data_down\per_channel\sane\h10_w28_ch2.pt
h10,28,data_down\per_channel\sane\h10_w28_ch3.pt
h10,28,data_down\per_channel\sane\h10_w28_ch4.pt
h10,28,data_down\per_channel\sane\h10_w28_ch5.pt
h10,28,data_down\per_channel\sane\h10_w28_ch6.pt
h10,28,data_down\per_channel\sane\h10_w28_ch7.pt
h10,28,data_down\per_channel\sane\h10_w28_ch8.pt
h10,28,data_down\per_channel\sane\h10_w28_ch9.pt
h10,28,data_down\per_channel\sane\h10_w28_ch10.pt
h10,28,data_down\per_channel\sane\h10_w28_ch11.pt
h10,28,data_down\per_channel\sane\h10_w28_ch12.pt
h10,28,data_down\per_channel\sane\h10_w28_ch13.pt
h10,28,data_down\per_channel\sane\h10_w28_ch14.pt
h10,28,data_down\per_channel\sane\h10_w28_ch15.pt
h10,28,data_down\per_channel\sane\h10_w28_ch16.pt
h10,28,data_down\per_channel\sane\h10_w28_ch17.pt
h10,28,data_down\per_channel\sane\h10_w28_ch18.pt
h10,28,data_down\per_channel\sane\h10_w28_ch19.pt
h10,29,data_down\per_channel\sane\h10_w29_ch1.pt
h10,29,data_down\per_channel\sane\h10_w29_ch2.pt
h10,29,data_down\per_channel\sane\h10_w29_ch3.pt
h10,29,data_down\per_channel\sane\h10_w29_ch4.pt
h10,29,data_down\per_channel\sane\h10_w29_ch5.pt
h10,29,data_down\per_channel\sane\h10_w29_ch6.pt
h10,29,data_down\per_channel\sane\h10_w29_ch7.pt
h10,29,data_down\per_channel\sane\h10_w29_ch8.pt
h10,29,data_down\per_channel\sane\h10_w29_ch9.pt
h10,29,data_down\per_channel\sane\h10_w29_ch10.pt
h10,29,data_down\per_channel\sane\h10_w29_ch11.pt
h10,29,data_down\per_channel\sane\h10_w29_ch12.pt
h10,29,data_down\per_channel\sane\h10_w29_ch13.pt
h10,29,data_down\per_channel\sane\h10_w29_ch14.pt
h10,29,data_down\per_channel\sane\h10_w29_ch15.pt
h10,29,data_down\per_channel\sane\h10_w29_ch16.pt
h10,29,data_down\per_channel\sane\h10_w29_ch17.pt
h10,29,data_down\per_channel\sane\h10_w29_ch18.pt
h10,29,data_down\per_channel\sane\h10_w29_ch19.pt
h10,30,data_down\per_channel\sane\h10_w30_ch1.pt
h10,30,data_down\per_channel\sane\h10_w30_ch2.pt
h10,30,data_down\per_channel\sane\h10_w30_ch3.pt
h10,30,data_down\per_channel\sane\h10_w30_ch4.pt
h10,30,data_down\per_channel\sane\h10_w30_ch5.pt
h10,30,data_down\per_channel\sane\h10_w30_ch6.pt
h10,30,data_down\per_channel\sane\h10_w30_ch7.pt
h10,30,data_down\per_channel\sane\h10_w30_ch8.pt
h10,30,data_down\per_channel\sane\h10_w30_ch9.pt
h10,30,data_down\per_channel\sane\h10_w30_ch10.pt
h10,30,data_down\per_channel\sane\h10_w30_ch11.pt
h10,30,data_down\per_channel\sane\h10_w30_ch12.pt
h10,30,data_down\per_channel\sane\h10_w30_ch13.pt
h10,30,data_down\per_channel\sane\h10_w30_ch14.pt
h10,30,data_down\per_channel\sane\h10_w30_ch15.pt
h10,30,data_down\per_channel\sane\h10_w30_ch16.pt
h10,30,data_down\per_channel\sane\h10_w30_ch17.pt
h10,30,data_down\per_channel\sane\h10_w30_ch18.pt
h10,30,data_down\per_channel\sane\h10_w30_ch19.pt
h10,31,data_down\per_channel\sane\h10_w31_ch1.pt
h10,31,data_down\per_channel\sane\h10_w31_ch2.pt
h10,31,data_down\per_channel\sane\h10_w31_ch3.pt
h10,31,data_down\per_channel\sane\h10_w31_ch4.pt
h10,31,data_down\per_channel\sane\h10_w31_ch5.pt
h10,31,data_down\per_channel\sane\h10_w31_ch6.pt
h10,31,data_down\per_channel\sane\h10_w31_ch7.pt
h10,31,data_down\per_channel\sane\h10_w31_ch8.pt
h10,31,data_down\per_channel\sane\h10_w31_ch9.pt
h10,31,data_down\per_channel\sane\h10_w31_ch10.pt
h10,31,data_down\per_channel\sane\h10_w31_ch11.pt
h10,31,data_down\per_channel\sane\h10_w31_ch12.pt
h10,31,data_down\per_channel\sane\h10_w31_ch13.pt
h10,31,data_down\per_channel\sane\h10_w31_ch14.pt
h10,31,data_down\per_channel\sane\h10_w31_ch15.pt
h10,31,data_down\per_channel\sane\h10_w31_ch16.pt
h10,31,data_down\per_channel\sane\h10_w31_ch17.pt
h10,31,data_down\per_channel\sane\h10_w31_ch18.pt
h10,31,data_down\per_channel\sane\h10_w31_ch19.pt
h10,32,data_down\per_channel\sane\h10_w32_ch1.pt
h10,32,data_down\per_channel\sane\h10_w32_ch2.pt
h10,32,data_down\per_channel\sane\h10_w32_ch3.pt
h10,32,data_down\per_channel\sane\h10_w32_ch4.pt
h10,32,data_down\per_channel\sane\h10_w32_ch5.pt
h10,32,data_down\per_channel\sane\h10_w32_ch6.pt
h10,32,data_down\per_channel\sane\h10_w32_ch7.pt
h10,32,data_down\per_channel\sane\h10_w32_ch8.pt
h10,32,data_down\per_channel\sane\h10_w32_ch9.pt
h10,32,data_down\per_channel\sane\h10_w32_ch10.pt
h10,32,data_down\per_channel\sane\h10_w32_ch11.pt
h10,32,data_down\per_channel\sane\h10_w32_ch12.pt
h10,32,data_down\per_channel\sane\h10_w32_ch13.pt
h10,32,data_down\per_channel\sane\h10_w32_ch14.pt
h10,32,data_down\per_channel\sane\h10_w32_ch15.pt
h10,32,data_down\per_channel\sane\h10_w32_ch16.pt
h10,32,data_down\per_channel\sane\h10_w32_ch17.pt
h10,32,data_down\per_channel\sane\h10_w32_ch18.pt
h10,32,data_down\per_channel\sane\h10_w32_ch19.pt
h10,33,data_down\per_channel\sane\h10_w33_ch1.pt
h10,33,data_down\per_channel\sane\h10_w33_ch2.pt
h10,33,data_down\per_channel\sane\h10_w33_ch3.pt
h10,33,data_down\per_channel\sane\h10_w33_ch4.pt
h10,33,data_down\per_channel\sane\h10_w33_ch5.pt
h10,33,data_down\per_channel\sane\h10_w33_ch6.pt
h10,33,data_down\per_channel\sane\h10_w33_ch7.pt
h10,33,data_down\per_channel\sane\h10_w33_ch8.pt
h10,33,data_down\per_channel\sane\h10_w33_ch9.pt
h10,33,data_down\per_channel\sane\h10_w33_ch10.pt
h10,33,data_down\per_channel\sane\h10_w33_ch11.pt
h10,33,data_down\per_channel\sane\h10_w33_ch12.pt
h10,33,data_down\per_channel\sane\h10_w33_ch13.pt
h10,33,data_down\per_channel\sane\h10_w33_ch14.pt
h10,33,data_down\per_channel\sane\h10_w33_ch15.pt
h10,33,data_down\per_channel\sane\h10_w33_ch16.pt
h10,33,data_down\per_channel\sane\h10_w33_ch17.pt
h10,33,data_down\per_channel\sane\h10_w33_ch18.pt
h10,33,data_down\per_channel\sane\h10_w33_ch19.pt
h10,34,data_down\per_channel\sane\h10_w34_ch1.pt
h10,34,data_down\per_channel\sane\h10_w34_ch2.pt
h10,34,data_down\per_channel\sane\h10_w34_ch3.pt
h10,34,data_down\per_channel\sane\h10_w34_ch4.pt
h10,34,data_down\per_channel\sane\h10_w34_ch5.pt
h10,34,data_down\per_channel\sane\h10_w34_ch6.pt
h10,34,data_down\per_channel\sane\h10_w34_ch7.pt
h10,34,data_down\per_channel\sane\h10_w34_ch8.pt
h10,34,data_down\per_channel\sane\h10_w34_ch9.pt
h10,34,data_down\per_channel\sane\h10_w34_ch10.pt
h10,34,data_down\per_channel\sane\h10_w34_ch11.pt
h10,34,data_down\per_channel\sane\h10_w34_ch12.pt
h10,34,data_down\per_channel\sane\h10_w34_ch13.pt
h10,34,data_down\per_channel\sane\h10_w34_ch14.pt
h10,34,data_down\per_channel\sane\h10_w34_ch15.pt
h10,34,data_down\per_channel\sane\h10_w34_ch16.pt
h10,34,data_down\per_channel\sane\h10_w34_ch17.pt
h10,34,data_down\per_channel\sane\h10_w34_ch18.pt
h10,34,data_down\per_channel\sane\h10_w34_ch19.pt
h10,35,data_down\per_channel\sane\h10_w35_ch1.pt
h10,35,data_down\per_channel\sane\h10_w35_ch2.pt
h10,35,data_down\per_channel\sane\h10_w35_ch3.pt
h10,35,data_down\per_channel\sane\h10_w35_ch4.pt
h10,35,data_down\per_channel\sane\h10_w35_ch5.pt
h10,35,data_down\per_channel\sane\h10_w35_ch6.pt
h10,35,data_down\per_channel\sane\h10_w35_ch7.pt
h10,35,data_down\per_channel\sane\h10_w35_ch8.pt
h10,35,data_down\per_channel\sane\h10_w35_ch9.pt
h10,35,data_down\per_channel\sane\h10_w35_ch10.pt
h10,35,data_down\per_channel\sane\h10_w35_ch11.pt
h10,35,data_down\per_channel\sane\h10_w35_ch12.pt
h10,35,data_down\per_channel\sane\h10_w35_ch13.pt
h10,35,data_down\per_channel\sane\h10_w35_ch14.pt
h10,35,data_down\per_channel\sane\h10_w35_ch15.pt
h10,35,data_down\per_channel\sane\h10_w35_ch16.pt
h10,35,data_down\per_channel\sane\h10_w35_ch17.pt
h10,35,data_down\per_channel\sane\h10_w35_ch18.pt
h10,35,data_down\per_channel\sane\h10_w35_ch19.pt
h10,36,data_down\per_channel\sane\h10_w36_ch1.pt
h10,36,data_down\per_channel\sane\h10_w36_ch2.pt
h10,36,data_down\per_channel\sane\h10_w36_ch3.pt
h10,36,data_down\per_channel\sane\h10_w36_ch4.pt
h10,36,data_down\per_channel\sane\h10_w36_ch5.pt
h10,36,data_down\per_channel\sane\h10_w36_ch6.pt
h10,36,data_down\per_channel\sane\h10_w36_ch7.pt
h10,36,data_down\per_channel\sane\h10_w36_ch8.pt
h10,36,data_down\per_channel\sane\h10_w36_ch9.pt
h10,36,data_down\per_channel\sane\h10_w36_ch10.pt
h10,36,data_down\per_channel\sane\h10_w36_ch11.pt
h10,36,data_down\per_channel\sane\h10_w36_ch12.pt
h10,36,data_down\per_channel\sane\h10_w36_ch13.pt
h10,36,data_down\per_channel\sane\h10_w36_ch14.pt
h10,36,data_down\per_channel\sane\h10_w36_ch15.pt
h10,36,data_down\per_channel\sane\h10_w36_ch16.pt
h10,36,data_down\per_channel\sane\h10_w36_ch17.pt
h10,36,data_down\per_channel\sane\h10_w36_ch18.pt
h10,36,data_down\per_channel\sane\h10_w36_ch19.pt
h10,37,data_down\per_channel\sane\h10_w37_ch1.pt
h10,37,data_down\per_channel\sane\h10_w37_ch2.pt
h10,37,data_down\per_channel\sane\h10_w37_ch3.pt
h10,37,data_down\per_channel\sane\h10_w37_ch4.pt
h10,37,data_down\per_channel\sane\h10_w37_ch5.pt
h10,37,data_down\per_channel\sane\h10_w37_ch6.pt
h10,37,data_down\per_channel\sane\h10_w37_ch7.pt
h10,37,data_down\per_channel\sane\h10_w37_ch8.pt
h10,37,data_down\per_channel\sane\h10_w37_ch9.pt
h10,37,data_down\per_channel\sane\h10_w37_ch10.pt
h10,37,data_down\per_channel\sane\h10_w37_ch11.pt
h10,37,data_down\per_channel\sane\h10_w37_ch12.pt
h10,37,data_down\per_channel\sane\h10_w37_ch13.pt
h10,37,data_down\per_channel\sane\h10_w37_ch14.pt
h10,37,data_down\per_channel\sane\h10_w37_ch15.pt
h10,37,data_down\per_channel\sane\h10_w37_ch16.pt
h10,37,data_down\per_channel\sane\h10_w37_ch17.pt
h10,37,data_down\per_channel\sane\h10_w37_ch18.pt
h10,37,data_down\per_channel\sane\h10_w37_ch19.pt
h10,38,data_down\per_channel\sane\h10_w38_ch1.pt
h10,38,data_down\per_channel\sane\h10_w38_ch2.pt
h10,38,data_down\per_channel\sane\h10_w38_ch3.pt
h10,38,data_down\per_channel\sane\h10_w38_ch4.pt
h10,38,data_down\per_channel\sane\h10_w38_ch5.pt
h10,38,data_down\per_channel\sane\h10_w38_ch6.pt
h10,38,data_down\per_channel\sane\h10_w38_ch7.pt
h10,38,data_down\per_channel\sane\h10_w38_ch8.pt
h10,38,data_down\per_channel\sane\h10_w38_ch9.pt
h10,38,data_down\per_channel\sane\h10_w38_ch10.pt
h10,38,data_down\per_channel\sane\h10_w38_ch11.pt
h10,38,data_down\per_channel\sane\h10_w38_ch12.pt
h10,38,data_down\per_channel\sane\h10_w38_ch13.pt
h10,38,data_down\per_channel\sane\h10_w38_ch14.pt
h10,38,data_down\per_channel\sane\h10_w38_ch15.pt
h10,38,data_down\per_channel\sane\h10_w38_ch16.pt
h10,38,data_down\per_channel\sane\h10_w38_ch17.pt
h10,38,data_down\per_channel\sane\h10_w38_ch18.pt
h10,38,data_down\per_channel\sane\h10_w38_ch19.pt
h10,39,data_down\per_channel\sane\h10_w39_ch1.pt
h10,39,data_down\per_channel\sane\h10_w39_ch2.pt
h10,39,data_down\per_channel\sane\h10_w39_ch3.pt
h10,39,data_down\per_channel\sane\h10_w39_ch4.pt
h10,39,data_down\per_channel\sane\h10_w39_ch5.pt
h10,39,data_down\per_channel\sane\h10_w39_ch6.pt
h10,39,data_down\per_channel\sane\h10_w39_ch7.pt
h10,39,data_down\per_channel\sane\h10_w39_ch8.pt
h10,39,data_down\per_channel\sane\h10_w39_ch9.pt
h10,39,data_down\per_channel\sane\h10_w39_ch10.pt
h10,39,data_down\per_channel\sane\h10_w39_ch11.pt
h10,39,data_down\per_channel\sane\h10_w39_ch12.pt
h10,39,data_down\per_channel\sane\h10_w39_ch13.pt
h10,39,data_down\per_channel\sane\h10_w39_ch14.pt
h10,39,data_down\per_channel\sane\h10_w39_ch15.pt
h10,39,data_down\per_channel\sane\h10_w39_ch16.pt
h10,39,data_down\per_channel\sane\h10_w39_ch17.pt
h10,39,data_down\per_channel\sane\h10_w39_ch18.pt
h10,39,data_down\per_channel\sane\h10_w39_ch19.pt
h10,40,data_down\per_channel\sane\h10_w40_ch1.pt
h10,40,data_down\per_channel\sane\h10_w40_ch2.pt
h10,40,data_down\per_channel\sane\h10_w40_ch3.pt
h10,40,data_down\per_channel\sane\h10_w40_ch4.pt
h10,40,data_down\per_channel\sane\h10_w40_ch5.pt
h10,40,data_down\per_channel\sane\h10_w40_ch6.pt
h10,40,data_down\per_channel\sane\h10_w40_ch7.pt
h10,40,data_down\per_channel\sane\h10_w40_ch8.pt
h10,40,data_down\per_channel\sane\h10_w40_ch9.pt
h10,40,data_down\per_channel\sane\h10_w40_ch10.pt
h10,40,data_down\per_channel\sane\h10_w40_ch11.pt
h10,40,data_down\per_channel\sane\h10_w40_ch12.pt
h10,40,data_down\per_channel\sane\h10_w40_ch13.pt
h10,40,data_down\per_channel\sane\h10_w40_ch14.pt
h10,40,data_down\per_channel\sane\h10_w40_ch15.pt
h10,40,data_down\per_channel\sane\h10_w40_ch16.pt
h10,40,data_down\per_channel\sane\h10_w40_ch17.pt
h10,40,data_down\per_channel\sane\h10_w40_ch18.pt
h10,40,data_down\per_channel\sane\h10_w40_ch19.pt
h10,41,data_down\per_channel\sane\h10_w41_ch1.pt
h10,41,data_down\per_channel\sane\h10_w41_ch2.pt
h10,41,data_down\per_channel\sane\h10_w41_ch3.pt
h10,41,data_down\per_channel\sane\h10_w41_ch4.pt
h10,41,data_down\per_channel\sane\h10_w41_ch5.pt
h10,41,data_down\per_channel\sane\h10_w41_ch6.pt
h10,41,data_down\per_channel\sane\h10_w41_ch7.pt
h10,41,data_down\per_channel\sane\h10_w41_ch8.pt
h10,41,data_down\per_channel\sane\h10_w41_ch9.pt
h10,41,data_down\per_channel\sane\h10_w41_ch10.pt
h10,41,data_down\per_channel\sane\h10_w41_ch11.pt
h10,41,data_down\per_channel\sane\h10_w41_ch12.pt
h10,41,data_down\per_channel\sane\h10_w41_ch13.pt
h10,41,data_down\per_channel\sane\h10_w41_ch14.pt
h10,41,data_down\per_channel\sane\h10_w41_ch15.pt
h10,41,data_down\per_channel\sane\h10_w41_ch16.pt
h10,41,data_down\per_channel\sane\h10_w41_ch17.pt
h10,41,data_down\per_channel\sane\h10_w41_ch18.pt
h10,41,data_down\per_channel\sane\h10_w41_ch19.pt
h10,42,data_down\per_channel\sane\h10_w42_ch1.pt
h10,42,data_down\per_channel\sane\h10_w42_ch2.pt
h10,42,data_down\per_channel\sane\h10_w42_ch3.pt
h10,42,data_down\per_channel\sane\h10_w42_ch4.pt
h10,42,data_down\per_channel\sane\h10_w42_ch5.pt
h10,42,data_down\per_channel\sane\h10_w42_ch6.pt
h10,42,data_down\per_channel\sane\h10_w42_ch7.pt
h10,42,data_down\per_channel\sane\h10_w42_ch8.pt
h10,42,data_down\per_channel\sane\h10_w42_ch9.pt
h10,42,data_down\per_channel\sane\h10_w42_ch10.pt
h10,42,data_down\per_channel\sane\h10_w42_ch11.pt
h10,42,data_down\per_channel\sane\h10_w42_ch12.pt
h10,42,data_down\per_channel\sane\h10_w42_ch13.pt
h10,42,data_down\per_channel\sane\h10_w42_ch14.pt
h10,42,data_down\per_channel\sane\h10_w42_ch15.pt
h10,42,data_down\per_channel\sane\h10_w42_ch16.pt
h10,42,data_down\per_channel\sane\h10_w42_ch17.pt
h10,42,data_down\per_channel\sane\h10_w42_ch18.pt
h10,42,data_down\per_channel\sane\h10_w42_ch19.pt
h10,43,data_down\per_channel\sane\h10_w43_ch1.pt
h10,43,data_down\per_channel\sane\h10_w43_ch2.pt
h10,43,data_down\per_channel\sane\h10_w43_ch3.pt
h10,43,data_down\per_channel\sane\h10_w43_ch4.pt
h10,43,data_down\per_channel\sane\h10_w43_ch5.pt
h10,43,data_down\per_channel\sane\h10_w43_ch6.pt
h10,43,data_down\per_channel\sane\h10_w43_ch7.pt
h10,43,data_down\per_channel\sane\h10_w43_ch8.pt
h10,43,data_down\per_channel\sane\h10_w43_ch9.pt
h10,43,data_down\per_channel\sane\h10_w43_ch10.pt
h10,43,data_down\per_channel\sane\h10_w43_ch11.pt
h10,43,data_down\per_channel\sane\h10_w43_ch12.pt
h10,43,data_down\per_channel\sane\h10_w43_ch13.pt
h10,43,data_down\per_channel\sane\h10_w43_ch14.pt
h10,43,data_down\per_channel\sane\h10_w43_ch15.pt
h10,43,data_down\per_channel\sane\h10_w43_ch16.pt
h10,43,data_down\per_channel\sane\h10_w43_ch17.pt
h10,43,data_down\per_channel\sane\h10_w43_ch18.pt
h10,43,data_down\per_channel\sane\h10_w43_ch19.pt
h10,44,data_down\per_channel\sane\h10_w44_ch1.pt
h10,44,data_down\per_channel\sane\h10_w44_ch2.pt
h10,44,data_down\per_channel\sane\h10_w44_ch3.pt
h10,44,data_down\per_channel\sane\h10_w44_ch4.pt
h10,44,data_down\per_channel\sane\h10_w44_ch5.pt
h10,44,data_down\per_channel\sane\h10_w44_ch6.pt
h10,44,data_down\per_channel\sane\h10_w44_ch7.pt
h10,44,data_down\per_channel\sane\h10_w44_ch8.pt
h10,44,data_down\per_channel\sane\h10_w44_ch9.pt
h10,44,data_down\per_channel\sane\h10_w44_ch10.pt
h10,44,data_down\per_channel\sane\h10_w44_ch11.pt
h10,44,data_down\per_channel\sane\h10_w44_ch12.pt
h10,44,data_down\per_channel\sane\h10_w44_ch13.pt
h10,44,data_down\per_channel\sane\h10_w44_ch14.pt
h10,44,data_down\per_channel\sane\h10_w44_ch15.pt
h10,44,data_down\per_channel\sane\h10_w44_ch16.pt
h10,44,data_down\per_channel\sane\h10_w44_ch17.pt
h10,44,data_down\per_channel\sane\h10_w44_ch18.pt
h10,44,data_down\per_channel\sane\h10_w44_ch19.pt
h10,45,data_down\per_channel\sane\h10_w45_ch1.pt
h10,45,data_down\per_channel\sane\h10_w45_ch2.pt
h10,45,data_down\per_channel\sane\h10_w45_ch3.pt
h10,45,data_down\per_channel\sane\h10_w45_ch4.pt
h10,45,data_down\per_channel\sane\h10_w45_ch5.pt
h10,45,data_down\per_channel\sane\h10_w45_ch6.pt
h10,45,data_down\per_channel\sane\h10_w45_ch7.pt
h10,45,data_down\per_channel\sane\h10_w45_ch8.pt
h10,45,data_down\per_channel\sane\h10_w45_ch9.pt
h10,45,data_down\per_channel\sane\h10_w45_ch10.pt
h10,45,data_down\per_channel\sane\h10_w45_ch11.pt
h10,45,data_down\per_channel\sane\h10_w45_ch12.pt
h10,45,data_down\per_channel\sane\h10_w45_ch13.pt
h10,45,data_down\per_channel\sane\h10_w45_ch14.pt
h10,45,data_down\per_channel\sane\h10_w45_ch15.pt
h10,45,data_down\per_channel\sane\h10_w45_ch16.pt
h10,45,data_down\per_channel\sane\h10_w45_ch17.pt
h10,45,data_down\per_channel\sane\h10_w45_ch18.pt
h10,45,data_down\per_channel\sane\h10_w45_ch19.pt
h10,46,data_down\per_channel\sane\h10_w46_ch1.pt
h10,46,data_down\per_channel\sane\h10_w46_ch2.pt
h10,46,data_down\per_channel\sane\h10_w46_ch3.pt
h10,46,data_down\per_channel\sane\h10_w46_ch4.pt
h10,46,data_down\per_channel\sane\h10_w46_ch5.pt
h10,46,data_down\per_channel\sane\h10_w46_ch6.pt
h10,46,data_down\per_channel\sane\h10_w46_ch7.pt
h10,46,data_down\per_channel\sane\h10_w46_ch8.pt
h10,46,data_down\per_channel\sane\h10_w46_ch9.pt
h10,46,data_down\per_channel\sane\h10_w46_ch10.pt
h10,46,data_down\per_channel\sane\h10_w46_ch11.pt
h10,46,data_down\per_channel\sane\h10_w46_ch12.pt
h10,46,data_down\per_channel\sane\h10_w46_ch13.pt
h10,46,data_down\per_channel\sane\h10_w46_ch14.pt
h10,46,data_down\per_channel\sane\h10_w46_ch15.pt
h10,46,data_down\per_channel\sane\h10_w46_ch16.pt
h10,46,data_down\per_channel\sane\h10_w46_ch17.pt
h10,46,data_down\per_channel\sane\h10_w46_ch18.pt
h10,46,data_down\per_channel\sane\h10_w46_ch19.pt
h10,47,data_down\per_channel\sane\h10_w47_ch1.pt
h10,47,data_down\per_channel\sane\h10_w47_ch2.pt
h10,47,data_down\per_channel\sane\h10_w47_ch3.pt
h10,47,data_down\per_channel\sane\h10_w47_ch4.pt
h10,47,data_down\per_channel\sane\h10_w47_ch5.pt
h10,47,data_down\per_channel\sane\h10_w47_ch6.pt
h10,47,data_down\per_channel\sane\h10_w47_ch7.pt
h10,47,data_down\per_channel\sane\h10_w47_ch8.pt
h10,47,data_down\per_channel\sane\h10_w47_ch9.pt
h10,47,data_down\per_channel\sane\h10_w47_ch10.pt
h10,47,data_down\per_channel\sane\h10_w47_ch11.pt
h10,47,data_down\per_channel\sane\h10_w47_ch12.pt
h10,47,data_down\per_channel\sane\h10_w47_ch13.pt
h10,47,data_down\per_channel\sane\h10_w47_ch14.pt
h10,47,data_down\per_channel\sane\h10_w47_ch15.pt
h10,47,data_down\per_channel\sane\h10_w47_ch16.pt
h10,47,data_down\per_channel\sane\h10_w47_ch17.pt
h10,47,data_down\per_channel\sane\h10_w47_ch18.pt
h10,47,data_down\per_channel\sane\h10_w47_ch19.pt
h10,48,data_down\per_channel\sane\h10_w48_ch1.pt
h10,48,data_down\per_channel\sane\h10_w48_ch2.pt
h10,48,data_down\per_channel\sane\h10_w48_ch3.pt
h10,48,data_down\per_channel\sane\h10_w48_ch4.pt
h10,48,data_down\per_channel\sane\h10_w48_ch5.pt
h10,48,data_down\per_channel\sane\h10_w48_ch6.pt
h10,48,data_down\per_channel\sane\h10_w48_ch7.pt
h10,48,data_down\per_channel\sane\h10_w48_ch8.pt
h10,48,data_down\per_channel\sane\h10_w48_ch9.pt
h10,48,data_down\per_channel\sane\h10_w48_ch10.pt
h10,48,data_down\per_channel\sane\h10_w48_ch11.pt
h10,48,data_down\per_channel\sane\h10_w48_ch12.pt
h10,48,data_down\per_channel\sane\h10_w48_ch13.pt
h10,48,data_down\per_channel\sane\h10_w48_ch14.pt
h10,48,data_down\per_channel\sane\h10_w48_ch15.pt
h10,48,data_down\per_channel\sane\h10_w48_ch16.pt
h10,48,data_down\per_channel\sane\h10_w48_ch17.pt
h10,48,data_down\per_channel\sane\h10_w48_ch18.pt
h10,48,data_down\per_channel\sane\h10_w48_ch19.pt
h10,49,data_down\per_channel\sane\h10_w49_ch1.pt
h10,49,data_down\per_channel\sane\h10_w49_ch2.pt
h10,49,data_down\per_channel\sane\h10_w49_ch3.pt
h10,49,data_down\per_channel\sane\h10_w49_ch4.pt
